day_id,date,season,yr,workingday,weather,temp,cnt
563,7/16/2012,3,1,1,1,0.763333,6830
564,7/17/2012,3,1,1,1,0.818333,6786
565,7/18/2012,3,1,1,1,0.793333,5713
566,7/19/2012,3,1,1,1,0.77,6591
567,7/20/2012,3,1,1,2,0.665833,5870
568,7/21/2012,3,1,0,3,0.595833,4459
569,7/22/2012,3,1,0,2,0.6675,7410
570,7/23/2012,3,1,1,1,0.741667,6966
571,7/24/2012,3,1,1,1,0.750833,7592
572,7/25/2012,3,1,1,1,0.724167,8173
573,7/26/2012,3,1,1,1,0.776667,6861
574,7/27/2012,3,1,1,1,0.781667,6904
575,7/28/2012,3,1,0,1,0.755833,6685
576,7/29/2012,3,1,0,1,0.721667,6597
577,7/30/2012,3,1,1,1,0.730833,7105
578,7/31/2012,3,1,1,1,0.713333,7216
579,8/1/2012,3,1,1,1,0.7175,7580
580,8/2/2012,3,1,1,1,0.7525,7261
581,8/3/2012,3,1,1,2,0.765833,7175
582,8/4/2012,3,1,0,1,0.793333,6824
583,8/5/2012,3,1,0,1,0.769167,5464
584,8/6/2012,3,1,1,2,0.7525,7013
585,8/7/2012,3,1,1,2,0.735833,7273
586,8/8/2012,3,1,1,2,0.75,7534
587,8/9/2012,3,1,1,1,0.755833,7286
588,8/10/2012,3,1,1,2,0.715833,5786
589,8/11/2012,3,1,0,2,0.6925,6299
590,8/12/2012,3,1,0,1,0.700833,6544
591,8/13/2012,3,1,1,1,0.720833,6883
592,8/14/2012,3,1,1,1,0.726667,6784
593,8/15/2012,3,1,1,1,0.706667,7347
594,8/16/2012,3,1,1,1,0.719167,7605
595,8/17/2012,3,1,1,1,0.723333,7148
596,8/18/2012,3,1,0,1,0.678333,7865
597,8/19/2012,3,1,0,2,0.635833,4549
598,8/20/2012,3,1,1,2,0.635833,6530
599,8/21/2012,3,1,1,1,0.649167,7006
600,8/22/2012,3,1,1,1,0.6675,7375
601,8/23/2012,3,1,1,1,0.695833,7765
602,8/24/2012,3,1,1,2,0.7025,7582
603,8/25/2012,3,1,0,2,0.661667,6053
604,8/26/2012,3,1,0,2,0.653333,5255
605,8/27/2012,3,1,1,1,0.703333,6917
606,8/28/2012,3,1,1,1,0.728333,7040
607,8/29/2012,3,1,1,1,0.685,7697
608,8/30/2012,3,1,1,1,0.706667,7713
609,8/31/2012,3,1,1,1,0.764167,7350
610,9/1/2012,3,1,0,2,0.753333,6140
611,9/2/2012,3,1,0,2,0.696667,5810
612,9/3/2012,3,1,0,1,0.7075,6034
613,9/4/2012,3,1,1,1,0.725833,6864
614,9/5/2012,3,1,1,1,0.736667,7112
615,9/6/2012,3,1,1,2,0.696667,6203
616,9/7/2012,3,1,1,1,0.703333,7504
617,9/8/2012,3,1,0,2,0.659167,5976
618,9/9/2012,3,1,0,1,0.61,8227
619,9/10/2012,3,1,1,1,0.583333,7525
620,9/11/2012,3,1,1,1,0.5775,7767
621,9/12/2012,3,1,1,1,0.599167,7870
622,9/13/2012,3,1,1,1,0.6125,7804
623,9/14/2012,3,1,1,1,0.633333,8009
624,9/15/2012,3,1,0,1,0.608333,8714
625,9/16/2012,3,1,0,1,0.58,7333
626,9/17/2012,3,1,1,2,0.580833,6869
627,9/18/2012,3,1,1,2,0.623333,4073
628,9/19/2012,3,1,1,1,0.5525,7591
629,9/20/2012,3,1,1,1,0.546667,7720
630,9/21/2012,3,1,1,1,0.599167,8167
631,9/22/2012,3,1,0,1,0.65,8395
632,9/23/2012,4,1,0,1,0.529167,7907
633,9/24/2012,4,1,1,1,0.514167,7436
634,9/25/2012,4,1,1,1,0.55,7538
635,9/26/2012,4,1,1,1,0.635,7733
636,9/27/2012,4,1,1,2,0.65,7393
637,9/28/2012,4,1,1,2,0.619167,7415
638,9/29/2012,4,1,0,1,0.5425,8555
639,9/30/2012,4,1,0,1,0.526667,6889
640,10/1/2012,4,1,1,2,0.520833,6778
641,10/2/2012,4,1,1,3,0.590833,4639
642,10/3/2012,4,1,1,2,0.6575,7572
643,10/4/2012,4,1,1,2,0.6575,7328
644,10/5/2012,4,1,1,1,0.615,8156
645,10/6/2012,4,1,0,1,0.554167,7965
646,10/7/2012,4,1,0,2,0.415833,3510
647,10/8/2012,4,1,0,2,0.383333,5478
648,10/9/2012,4,1,1,2,0.446667,6392
649,10/10/2012,4,1,1,1,0.514167,7691
650,10/11/2012,4,1,1,1,0.435,7570
651,10/12/2012,4,1,1,1,0.4375,7282
652,10/13/2012,4,1,0,1,0.393333,7109
653,10/14/2012,4,1,0,1,0.521667,6639
654,10/15/2012,4,1,1,2,0.561667,5875
655,10/16/2012,4,1,1,1,0.468333,7534
656,10/17/2012,4,1,1,1,0.455833,7461
657,10/18/2012,4,1,1,2,0.5225,7509
658,10/19/2012,4,1,1,2,0.563333,5424
659,10/20/2012,4,1,0,1,0.484167,8090
660,10/21/2012,4,1,0,1,0.464167,6824
661,10/22/2012,4,1,1,1,0.4875,7058
662,10/23/2012,4,1,1,1,0.544167,7466
663,10/24/2012,4,1,1,1,0.5875,7693
664,10/25/2012,4,1,1,2,0.55,7359
665,10/26/2012,4,1,1,2,0.545833,7444
666,10/27/2012,4,1,0,2,0.53,7852
667,10/28/2012,4,1,0,2,0.4775,4459
668,10/29/2012,4,1,1,3,0.44,22
669,10/30/2012,4,1,1,2,0.318182,1096
670,10/31/2012,4,1,1,2,0.3575,5566
671,11/1/2012,4,1,1,2,0.365833,5986
672,11/2/2012,4,1,1,1,0.355,5847
673,11/3/2012,4,1,0,2,0.343333,5138
674,11/4/2012,4,1,0,1,0.325833,5107
675,11/5/2012,4,1,1,1,0.319167,5259
676,11/6/2012,4,1,1,1,0.280833,5686
677,11/7/2012,4,1,1,2,0.295833,5035
678,11/8/2012,4,1,1,1,0.352174,5315
679,11/9/2012,4,1,1,1,0.361667,5992
680,11/10/2012,4,1,0,1,0.389167,6536
681,11/11/2012,4,1,0,1,0.420833,6852
682,11/12/2012,4,1,0,1,0.485,6269
683,11/13/2012,4,1,1,2,0.343333,4094
684,11/14/2012,4,1,1,1,0.289167,5495
685,11/15/2012,4,1,1,2,0.321667,5445
686,11/16/2012,4,1,1,1,0.345,5698
687,11/17/2012,4,1,0,1,0.325,5629
688,11/18/2012,4,1,0,1,0.3425,4669
689,11/19/2012,4,1,1,2,0.380833,5499
690,11/20/2012,4,1,1,2,0.374167,5634
691,11/21/2012,4,1,1,1,0.353333,5146
692,11/22/2012,4,1,0,1,0.34,2425
693,11/23/2012,4,1,1,1,0.368333,3910
694,11/24/2012,4,1,0,1,0.278333,2277
695,11/25/2012,4,1,0,1,0.245833,2424
696,11/26/2012,4,1,1,1,0.313333,5087
697,11/27/2012,4,1,1,2,0.291667,3959
698,11/28/2012,4,1,1,1,0.296667,5260
699,11/29/2012,4,1,1,1,0.28087,5323
700,11/30/2012,4,1,1,1,0.298333,5668
701,12/1/2012,4,1,0,2,0.298333,5191
702,12/2/2012,4,1,0,2,0.3475,4649
703,12/3/2012,4,1,1,1,0.4525,6234
704,12/4/2012,4,1,1,1,0.475833,6606
705,12/5/2012,4,1,1,1,0.438333,5729
706,12/6/2012,4,1,1,1,0.255833,5375
707,12/7/2012,4,1,1,2,0.320833,5008
708,12/8/2012,4,1,0,2,0.381667,5582
709,12/9/2012,4,1,0,2,0.384167,3228
710,12/10/2012,4,1,1,2,0.435833,5170
711,12/11/2012,4,1,1,2,0.353333,5501
712,12/12/2012,4,1,1,2,0.2975,5319
713,12/13/2012,4,1,1,1,0.295833,5532
714,12/14/2012,4,1,1,1,0.281667,5611
715,12/15/2012,4,1,0,1,0.324167,5047
716,12/16/2012,4,1,0,2,0.3625,3786
717,12/17/2012,4,1,1,2,0.393333,4585
718,12/18/2012,4,1,1,1,0.410833,5557
719,12/19/2012,4,1,1,1,0.3325,5267
720,12/20/2012,4,1,1,2,0.33,4128
721,12/21/2012,1,1,1,2,0.326667,3623
722,12/22/2012,1,1,0,1,0.265833,1749
723,12/23/2012,1,1,0,1,0.245833,1787
724,12/24/2012,1,1,1,2,0.231304,920
725,12/25/2012,1,1,0,2,0.291304,1013
726,12/26/2012,1,1,1,3,0.243333,441
727,12/27/2012,1,1,1,2,0.254167,2114
728,12/28/2012,1,1,1,2,0.253333,3095
729,12/29/2012,1,1,0,2,0.253333,1341
730,12/30/2012,1,1,0,1,0.255833,1796
731,12/31/2012,1,1,1,2,0.215833,2729
